timestamp,status,ear,mar,source,ml_confidence,snapshot_path
2026-08-03T18:36:33,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:33,AWAKE,0.2083,0.0385,ML,0.6998,
2026-08-03T18:36:34,HEAD_DROP,0.2199,0.0,ML,0.5021,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260803_183634_042036.jpg
2026-08-03T18:36:34,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:34,HEAD_DROP,0.2297,0.0166,ML,0.521,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260803_183634_468414.jpg
2026-08-03T18:36:34,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:34,HEAD_DROP,0.2093,0.016,ML,0.7052,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260803_183634_638567.jpg
2026-08-03T18:36:34,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:35,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:35,HEAD_DROP,0.2453,0.0399,ML,0.4561,/Users/mac/Desktop/drowsiness_detector/logs/snapshots/HEAD_DROP_20260803_183635_769448.jpg
2026-08-03T18:36:35,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:36,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:37,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:38,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:38,AWAKE,0.3145,0.0,ML,0.7585,
2026-08-03T18:36:39,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:39,AWAKE,0.342,0.0243,ML,0.8786,
2026-08-03T18:36:40,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:41,AWAKE,0.1929,0.0168,ML,0.5194,
2026-08-03T18:36:41,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:42,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:42,AWAKE,0.2801,0.0217,ML,0.939,
2026-08-03T18:36:42,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:43,AWAKE,0.3297,0.0157,ML,0.9071,
2026-08-03T18:36:43,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:44,NO_FACE,0.0,0.0,RULE,0.0,
2026-08-03T18:36:45,AWAKE,0.2547,0.1251,ML,0.8349,
2026-08-03T18:36:45,NO_FACE,0.0,0.0,RULE,0.0,
